C_2a5565a59286404c9b962d2cd426be68_0_7	Lillian Moller Gilbreth [SEP] Career [SEP] What type of work did Lillian do? [SEP] What other type of work did she do? [SEP] What type of books did she write? [SEP] Did she write anything else? [SEP] Did she have any other career highlights? [SEP] Why did they write as sole authors?	Is there anything else interesting?
C_2a5565a59286404c9b962d2cd426be68_0_8	Lillian Moller Gilbreth [SEP] Career [SEP] What type of work did Lillian do? [SEP] What other type of work did she do? [SEP] What type of books did she write? [SEP] Did she write anything else? [SEP] Did she have any other career highlights? [SEP] Why did they write as sole authors? [SEP] Is there anything else interesting?	What other things did the Gilbreths do?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_1	Luis Antonio Tagle [SEP] Bishop of Imus	when did he become bishop of Imus?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_2	Luis Antonio Tagle [SEP] Bishop of Imus [SEP] when did he become bishop of Imus?	what did he do before that?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_3	Luis Antonio Tagle [SEP] Bishop of Imus [SEP] when did he become bishop of Imus? [SEP] what did he do before that?	how was his life during his tenure?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_4	Luis Antonio Tagle [SEP] Bishop of Imus [SEP] when did he become bishop of Imus? [SEP] what did he do before that? [SEP] how was his life during his tenure?	did he ever meet the pope?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_5	Luis Antonio Tagle [SEP] Bishop of Imus [SEP] when did he become bishop of Imus? [SEP] what did he do before that? [SEP] how was his life during his tenure? [SEP] did he ever meet the pope?	could you tell me more about him please?
C_9c9610aa3ce045f884f748c530eec16f_0_1	Greg LeMond [SEP] 1990: A third tour win	How was his third win different?
C_9c9610aa3ce045f884f748c530eec16f_0_2	Greg LeMond [SEP] 1990: A third tour win [SEP] How was his third win different?	Did he ever have to deal with injuries?
C_9c9610aa3ce045f884f748c530eec16f_0_3	Greg LeMond [SEP] 1990: A third tour win [SEP] How was his third win different? [SEP] Did he ever have to deal with injuries?	What is one interesting piece of information from the article?
C_9c9610aa3ce045f884f748c530eec16f_0_4	Greg LeMond [SEP] 1990: A third tour win [SEP] How was his third win different? [SEP] Did he ever have to deal with injuries? [SEP] What is one interesting piece of information from the article?	Why was there plan upset?
C_9c9610aa3ce045f884f748c530eec16f_0_5	Greg LeMond [SEP] 1990: A third tour win [SEP] How was his third win different? [SEP] Did he ever have to deal with injuries? [SEP] What is one interesting piece of information from the article? [SEP] Why was there plan upset?	Did he retire after his third win?
C_9c9610aa3ce045f884f748c530eec16f_0_6	Greg LeMond [SEP] 1990: A third tour win [SEP] How was his third win different? [SEP] Did he ever have to deal with injuries? [SEP] What is one interesting piece of information from the article? [SEP] Why was there plan upset? [SEP] Did he retire after his third win?	Who took second when he won?
C_9c9610aa3ce045f884f748c530eec16f_0_7	Greg LeMond [SEP] 1990: A third tour win [SEP] How was his third win different? [SEP] Did he ever have to deal with injuries? [SEP] What is one interesting piece of information from the article? [SEP] Why was there plan upset? [SEP] Did he retire after his third win? [SEP] Who took second when he won?	Were they from the same country?
C_03bc43463b984a15a99be98521739e74_0_1	The Apples in Stereo [SEP] 1994-1995: Hypnotic Suggestion and Fun Trick Noisemaker	What is Hypnotic Suggestion?
C_03bc43463b984a15a99be98521739e74_0_2	The Apples in Stereo [SEP] 1994-1995: Hypnotic Suggestion and Fun Trick Noisemaker [SEP] What is Hypnotic Suggestion?	Was this album successul?
C_03bc43463b984a15a99be98521739e74_0_3	The Apples in Stereo [SEP] 1994-1995: Hypnotic Suggestion and Fun Trick Noisemaker [SEP] What is Hypnotic Suggestion? [SEP] Was this album successul?	What is Fun Trick Noisemaker?
C_03bc43463b984a15a99be98521739e74_0_4	The Apples in Stereo [SEP] 1994-1995: Hypnotic Suggestion and Fun Trick Noisemaker [SEP] What is Hypnotic Suggestion? [SEP] Was this album successul? [SEP] What is Fun Trick Noisemaker?	What were the single hits?
C_eaf0dac19b264168a521b97b0b6d3752_0_1	Aimee Semple McPherson [SEP] Media relations	What influenced Mcphersons career?
C_eaf0dac19b264168a521b97b0b6d3752_0_2	Aimee Semple McPherson [SEP] Media relations [SEP] What influenced Mcphersons career?	how did her faith guide her in helping people?
C_eaf0dac19b264168a521b97b0b6d3752_0_3	Aimee Semple McPherson [SEP] Media relations [SEP] What influenced Mcphersons career? [SEP] how did her faith guide her in helping people?	where there any conflicts in her faith healing or ministry?
C_eaf0dac19b264168a521b97b0b6d3752_0_4	Aimee Semple McPherson [SEP] Media relations [SEP] What influenced Mcphersons career? [SEP] how did her faith guide her in helping people? [SEP] where there any conflicts in her faith healing or ministry?	Did she have any children?
C_eaf0dac19b264168a521b97b0b6d3752_0_5	Aimee Semple McPherson [SEP] Media relations [SEP] What influenced Mcphersons career? [SEP] how did her faith guide her in helping people? [SEP] where there any conflicts in her faith healing or ministry? [SEP] Did she have any children?	Are there any other interesting aspects about this article?
C_eaf0dac19b264168a521b97b0b6d3752_0_6	Aimee Semple McPherson [SEP] Media relations [SEP] What influenced Mcphersons career? [SEP] how did her faith guide her in helping people? [SEP] where there any conflicts in her faith healing or ministry? [SEP] Did she have any children? [SEP] Are there any other interesting aspects about this article?	did she practice faith healing until she passed away?
C_d6375edfbf57404b88c47daa80fb83f0_0_1	Red Skelton [SEP] Radio, divorce and remarriage (1937-1951)	Was Red on radio
C_d6375edfbf57404b88c47daa80fb83f0_0_2	Red Skelton [SEP] Radio, divorce and remarriage (1937-1951) [SEP] Was Red on radio	Did he do ads on radio or shows?
C_d6375edfbf57404b88c47daa80fb83f0_0_3	Red Skelton [SEP] Radio, divorce and remarriage (1937-1951) [SEP] Was Red on radio [SEP] Did he do ads on radio or shows?	Was the show popular
C_d6375edfbf57404b88c47daa80fb83f0_0_4	Red Skelton [SEP] Radio, divorce and remarriage (1937-1951) [SEP] Was Red on radio [SEP] Did he do ads on radio or shows? [SEP] Was the show popular	How was his personal life
C_d6375edfbf57404b88c47daa80fb83f0_0_5	Red Skelton [SEP] Radio, divorce and remarriage (1937-1951) [SEP] Was Red on radio [SEP] Did he do ads on radio or shows? [SEP] Was the show popular [SEP] How was his personal life	Was he married?
C_d6375edfbf57404b88c47daa80fb83f0_0_6	Red Skelton [SEP] Radio, divorce and remarriage (1937-1951) [SEP] Was Red on radio [SEP] Did he do ads on radio or shows? [SEP] Was the show popular [SEP] How was his personal life [SEP] Was he married?	Did he get divorced?
C_f61797b8cc554761a4647de15fbd2199_1_1	Ruben Studdard [SEP] 2006-2008: The Return	what happened in 2006?
C_f61797b8cc554761a4647de15fbd2199_1_2	Ruben Studdard [SEP] 2006-2008: The Return [SEP] what happened in 2006?	how did the album do?
C_f61797b8cc554761a4647de15fbd2199_1_3	Ruben Studdard [SEP] 2006-2008: The Return [SEP] what happened in 2006? [SEP] how did the album do?	why did sales decline rapidly?
C_f61797b8cc554761a4647de15fbd2199_1_4	Ruben Studdard [SEP] 2006-2008: The Return [SEP] what happened in 2006? [SEP] how did the album do? [SEP] why did sales decline rapidly?	what was his greatest accomplishment?
C_f61797b8cc554761a4647de15fbd2199_1_5	Ruben Studdard [SEP] 2006-2008: The Return [SEP] what happened in 2006? [SEP] how did the album do? [SEP] why did sales decline rapidly? [SEP] what was his greatest accomplishment?	how did "make ya feel beautiful" do?
C_f61797b8cc554761a4647de15fbd2199_1_6	Ruben Studdard [SEP] 2006-2008: The Return [SEP] what happened in 2006? [SEP] how did the album do? [SEP] why did sales decline rapidly? [SEP] what was his greatest accomplishment? [SEP] how did "make ya feel beautiful" do?	what is the most important fact in this article?
C_f61797b8cc554761a4647de15fbd2199_1_7	Ruben Studdard [SEP] 2006-2008: The Return [SEP] what happened in 2006? [SEP] how did the album do? [SEP] why did sales decline rapidly? [SEP] what was his greatest accomplishment? [SEP] how did "make ya feel beautiful" do? [SEP] what is the most important fact in this article?	Are there any other interesting aspects about this article?
C_f61797b8cc554761a4647de15fbd2199_1_8	Ruben Studdard [SEP] 2006-2008: The Return [SEP] what happened in 2006? [SEP] how did the album do? [SEP] why did sales decline rapidly? [SEP] what was his greatest accomplishment? [SEP] how did "make ya feel beautiful" do? [SEP] what is the most important fact in this article? [SEP] Are there any other interesting aspects about this article?	what was the season 7 farewell song?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_1	Dinosaur Jr. [SEP] You're Living All Over Me	What is You're living all over me?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_2	Dinosaur Jr. [SEP] You're Living All Over Me [SEP] What is You're living all over me?	Was it successful?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_3	Dinosaur Jr. [SEP] You're Living All Over Me [SEP] What is You're living all over me? [SEP] Was it successful?	Did it win any awards?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_4	Dinosaur Jr. [SEP] You're Living All Over Me [SEP] What is You're living all over me? [SEP] Was it successful? [SEP] Did it win any awards?	Were any singles released from it?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_5	Dinosaur Jr. [SEP] You're Living All Over Me [SEP] What is You're living all over me? [SEP] Was it successful? [SEP] Did it win any awards? [SEP] Were any singles released from it?	What was the Weed Forestin' Tape?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_6	Dinosaur Jr. [SEP] You're Living All Over Me [SEP] What is You're living all over me? [SEP] Was it successful? [SEP] Did it win any awards? [SEP] Were any singles released from it? [SEP] What was the Weed Forestin' Tape?	Was it successful?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_7	Dinosaur Jr. [SEP] You're Living All Over Me [SEP] What is You're living all over me? [SEP] Was it successful? [SEP] Did it win any awards? [SEP] Were any singles released from it? [SEP] What was the Weed Forestin' Tape? [SEP] Was it successful?	What other interesting things can you tell me about the article?
